"program_id","university_name","university_type","partnership_status","partner_name","country","city","world_ranking","university_website","program_name","degree_level","field_of_study","specialization","course_duration_years","course_duration_months","program_website","min_gpa","min_percentage","last_education_required","work_experience_required","min_work_experience_years","specific_background_required","english_test_required","ielts_overall","ielts_individual","toefl_overall","toefl_individual","pte_overall","duolingo_overall","moi_accepted","moi_conditions","gre_required","min_gre_score","gmat_required","min_gmat_score","other_exams","tuition_fee_eur","tuition_fee_usd","application_fee_eur","scholarships_available","scholarship_details","scholarship_amount_max","living_cost_estimate_eur","intake_spring","intake_summer","intake_fall","intake_winter","spring_deadline","summer_deadline","fall_deadline","winter_deadline","rolling_admissions","language_of_instruction","visa_success_rate","job_placement_rate","internship_opportunities","part_time_work_allowed","post_study_work_visa","program_highlights","notes","admissions_email","application_portal","commission_rate","last_updated","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG501","ESC Clermont Business School","Private","Partnered","MSM Unify","France","Clermont-Ferrand","120","https://www.esc-clermont.fr","MSc in International Commerce & Digital Marketing","Master's","Marketing","Digital Marketing","1.5","18","https://www.esc-clermont.fr/en/msc-digital-marketing","3.0","70","Bachelor's","No","0","Any field","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","17900","19690","100","Yes","Early-bird up to 40%","7000","11000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","92","88","Yes","Yes","18 months","Volcano city","Triple accredited","N/A","admissions@esc-clermont.fr","https://www.esc-clermont.fr/apply","12%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG502","ESC Clermont Business School","Private","Partnered","MSM Unify","France","Clermont-Ferrand","120","https://www.esc-clermont.fr","MSc in Business Intelligence & Analytics","Master's","Computer Science","Business Analytics","1.5","18","https://www.esc-clermont.fr/en/msc-bi-analytics","3.0","70","Bachelor's","No","0","Quantitative preferred","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","17900","19690","100","Yes","Merit scholarship","6000","11000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","92","88","Yes","Yes","18 months","Michelin partnerships","N/A","admissions@esc-clermont.fr","https://www.esc-clermont.fr/apply","12%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG503","INSEEC Grande École Bordeaux","Private","Partnered","MSM Unify","France","Bordeaux","65","https://www.inseec.com","MSc in Luxury Wine & Spirits Management","Master's","Business Administration","Luxury Management","1.5","18","https://www.inseec.com/en/msc-luxury-wine","3.0","70","Bachelor's","No","0","Any field","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","21900","24090","80","Yes","Excellence scholarship","8000","12000","No","No","Yes","No","N/A","N/A","04/30","N/A","No","English","93","89","Yes","Yes","18 months","Bordeaux wine focus","N/A","admissions@inseec.com","https://www.inseec.com/apply","12%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG504","INSEEC Grande École Paris","Private","Partnered","MSM Unify","France","Paris","65","https://www.inseec.com","MSc in Finance & Fintech","Master's","Finance","FinTech","1.5","18","https://www.inseec.com/en/msc-fintech","3.2","75","Bachelor's","No","0","Finance/Tech background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","24900","27390","100","Yes","Fintech scholarship","10000","13000","No","No","Yes","No","N/A","N/A","03/31","N/A","No","English","94","90","Yes","Yes","18 months","Paris La Défense location","N/A","admissions@inseec.com","https://www.inseec.com/apply","12%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG505","ESILV – Léonard de Vinci Paris-La Défense","Private","Non-Partnered","N/A","France","Paris","251","https://www.esilv.fr","MSc in Data & Digital Transformation","Master's","Computer Science","Data Science","1.5","18","https://www.esilv.fr/en/msc-data-digital","3.0","70","Bachelor's","No","0","Quantitative background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","13500","14850","80","Yes","De Vinci scholarship","5000","10000","No","No","Yes","No","N/A","N/A","06/30","N/A","No","English","92","88","Yes","Yes","18 months","Engineering + management hybrid","N/A","admissions@esilv.fr","https://www.esilv.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG506","EMLV – Léonard de Vinci Paris-La Défense","Private","Non-Partnered","N/A","France","Paris","251","https://www.emlv.fr","MSc in International Business","Master's","Business Administration","International Business","1.5","18","https://www.emlv.fr/en/msc-international-business","3.0","70","Bachelor's","No","0","Any field","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","13500","14850","100","Yes","Excellence scholarship","6000","10000","No","No","Yes","No","N/A","N/A","06/30","N/A","No","English","92","88","Yes","Yes","18 months","La Défense business district","N/A","admissions@emlv.fr","https://www.emlv.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG507","Université de Technologie de Troyes (UTT)","Public","Non-Partnered","N/A","France","Troyes","551","https://www.utt.fr","MSc in Cybersecurity Engineering","Master's","Computer Science","Cyber Security","2","24","https://www.utt.fr/en/msc-cybersecurity","3.0","70","Bachelor's","No","0","IT/Engineering background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","250","275","50","Yes","UTT scholarships","3000","9000","No","No","Yes","No","N/A","N/A","06/15","N/A","No","English","90","85","Yes","Yes","2 years","Low tuition","Industry labs","N/A","admissions@utt.fr","https://www.utt.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG508","Université de Rouen Normandie","Public","Non-Partnered","N/A","France","Rouen","401","https://www.univ-rouen.fr","MSc in International Logistics & Port Management","Master's","Business Administration","Logistics","2","24","https://www.univ-rouen.fr/en/msc-logistics-port","3.0","70","Bachelor's","No","0","Business background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","50","Yes","Normandie scholarships","3000","9000","No","No","Yes","No","N/A","N/A","06/30","N/A","No","English","90","85","Yes","Yes","2 years","Le Havre port nearby","N/A","admissions@univ-rouen.fr","https://www.univ-rouen.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG509","Université Le Havre Normandie","Public","Non-Partnered","N/A","France","Le Havre","501","https://www.univ-lehavre.fr","MSc in International Trade & Logistics","Master's","Business Administration","International Trade","2","24","https://www.univ-lehavre.fr/en/msc-international-trade","3.0","70","Bachelor's","No","0","Business background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","243","267","50","Yes","Eiffel scholarship","8000","11000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","90","85","Yes","Yes","2 years","Europe's largest port","N/A","admissions@univ-lehavre.fr","https://www.univ-lehavre.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG510","Université de Caen Normandie – IAE","Public","Non-Partnered","N/A","France","Caen","551","https://www.unicaen.fr","MSc in Digital Marketing & Sales","Master's","Marketing","Digital Marketing","1.5","18","https://iae.unicaen.fr/en/msc-digital-marketing","3.0","70","Bachelor's","No","0","Marketing background","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","4000","4400","60","Yes","Regional scholarships","2500","8000","No","No","Yes","No","N/A","N/A","06/30","N/A","No","English","90","85","Yes","Yes","18 months","Very affordable","N/A","admissions@iae.unicaen.fr","https://iae.unicaen.fr/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG511","Technical University of Munich (TUM) – Campus Heilbronn","Public","Non-Partnered","N/A","Germany","Heilbronn","101","https://www.tum.de","MSc in Management & Digital Technology","Master's","Business Administration","Digital Transformation","2","24","https://www.tum.de/en/msc-management-digital","3.5","80","Bachelor's","No","0","Any field","Yes","7.0","6.5","100","22","65","120","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","TUM scholarships up to full","15000","13000","No","No","Yes","No","N/A","N/A","03/31","N/A","No","English","97","94","Yes","Yes","2 years","TUM + Heilbronn campus","N/A","admissions@tum.de","https://www.tum.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG512","RWTH Aachen University – M.Sc. Data Science","Public","Non-Partnered","N/A","Germany","Aachen","51","https://www.rwth-aachen.de","MSc in Data Science","Master's","Computer Science","Data Science","2","24","https://www.rwth-aachen.de/en/msc-data-science","3.5","80","Bachelor's","No","0","CS/Math background","Yes","7.0","6.5","100","22","65","120","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD & RWTH scholarships","12000","12000","No","No","Yes","No","N/A","N/A","03/01","N/A","No","English","96","93","Yes","Yes","2 years","Top German tech university","N/A","admissions@rwth-aachen.de","https://www.rwth-aachen.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG513","University of Mannheim Business School","Public","Non-Partnered","N/A","Germany","Mannheim","51","https://www.bwl.uni-mannheim.de","MSc in Management","Master's","Business Administration","General Management","2","24","https://www.bwl.uni-mannheim.de/en/msc-management","3.5","80","Bachelor's","No","0","Any field","Yes","7.0","6.5","100","22","65","120","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","Mannheim scholarships","10000","12000","No","No","Yes","No","N/A","N/A","05/31","N/A","No","English","96","93","Yes","Yes","2 years","#1 in Germany FT ranking","N/A","admissions@uni-mannheim.de","https://www.bwl.uni-mannheim.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG514","University of Cologne","Public","Non-Partnered","N/A","Germany","Cologne","101","https://www.uni-koeln.de","MSc in Business Analytics & Econometrics","Master's","Business Administration","Business Analytics","2","24","https://wiso.uni-koeln.de/en/msc-analytics","3.2","75","Bachelor's","No","0","Quantitative background","Yes","6.5","6.0","88","20","58","95","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","0","0","0","Yes","DAAD scholarships","10000","11000","No","No","Yes","No","N/A","N/A","04/15","N/A","No","English","94","90","Yes","Yes","2 years","Top business school","N/A","admissions@wiso.uni-koeln.de","https://wiso.uni-koeln.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG515","HHL Leipzig Graduate School of Management","Private","Non-Partnered","N/A","Germany","Leipzig","151","https://www.hhl.de","MSc in Management","Master's","Business Administration","General Management","1.5","18","https://www.hhl.de/en/msc-management","3.5","80","Bachelor's","No","0","Any field","Yes","7.0","6.5","100","22","65","120","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","34900","38390","80","Yes","HHL scholarships up to 50%","17000","14000","No","No","Yes","No","N/A","N/A","05/15","N/A","No","English","96","93","Yes","Yes","18 months","Oldest business school in Germany","N/A","admissions@hhl.de","https://www.hhl.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG516","Munich Business School","Private","Non-Partnered","N/A","Germany","Munich","201","https://www.munich-business-school.de","MSc in International Business","Master's","Business Administration","International Business","1.5","18","https://www.munich-business-school.de/en/msc-ib","3.0","70","Bachelor's","No","0","Any field","Yes","6.5","6.0","90","20","58","110","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","18900","20790","100","Yes","MBS scholarships","8000","12000","No","No","Yes","No","N/A","N/A","07/31","N/A","No","English","93","89","Yes","Yes","18 months","Munich location","N/A","admissions@munich-business-school.de","https://www.munich-business-school.de/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"PROG517","University of Applied Sciences Europe – Iserlohn Campus","Private","Non-Partnered","N/A","Germany","Iserlohn","N/A","https://www.ue-germany.com","MSc in International Sport & Event Management","Master's","Business Administration","Sports Management","1.5","18","https://www.ue-germany.com/en/msc-sport-event","3.0","70","Bachelor's","No","0","Any field","Yes","6.0","5.5","80","20","56","105","Yes","If bachelor's was in English","No","N/A","No","N/A","N/A","14900","16390","80","Yes","UE scholarships","7000","10000","No","No","Yes","No","N/A","N/A","08/31","Rolling","Yes","English","90","85","Yes","Yes","18 months","Dortmund nearby","N/A","admissions@ue-germany.com","https://www.ue-germany.com/apply","0%","2025-12-03","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
